375,TCS,2018-01-19,2930.5500,2982.0000,2903.6500,2959.3000
416,BAJFINANCE,2018-01-19,1660.9000,1711.2500,1632.6000,1701.9000
551,INFY,2018-01-19,1145.0000,1147.9000,1136.0000,1143.4500
701,MARUTI,2018-01-19,9325.0000,9396.0000,9282.0000,9323.9500
926,INDUSINDBK,2018-01-19,1683.0000,1692.2500,1670.8000,1684.0000
950,SAMMAANCAP,2018-01-19,1250.9500,1308.8000,1244.3000,1301.8000
1118,KOTAKBANK,2018-01-19,1052.7000,1063.9000,1043.0500,1060.5500
3503,TMPV,2018-01-19,415.2000,421.9500,415.0500,418.0500
3603,AXISBANK,2018-01-19,584.9000,594.0000,581.2000,590.2500
3633,ICICIBANK,2018-01-19,347.4500,355.0000,340.8000,353.6000
3641,SBIN,2018-01-19,303.9500,310.0000,302.5000,309.2500
2,RELIANCE,2018-01-22,948.0000,974.3000,940.0000,971.5000
166,LT,2018-01-22,1289.2000,1403.6500,1289.2000,1398.8500
257,HDFC,2018-01-22,1901.0000,1924.3500,1863.9500,1872.0000
326,TATASTEEL,2018-01-22,752.0000,756.4000,747.3500,752.2000
375,TCS,2018-01-22,2961.0000,3134.7000,2922.0000,3116.4000
416,BAJFINANCE,2018-01-22,1714.0000,1726.0000,1678.0000,1706.3500
551,INFY,2018-01-22,1132.1500,1156.9500,1132.0000,1150.0000
701,MARUTI,2018-01-22,9349.0000,9356.7500,9271.6000,9310.1000
926,INDUSINDBK,2018-01-22,1684.0000,1695.8000,1676.6000,1683.2000
950,SAMMAANCAP,2018-01-22,1304.8000,1363.7000,1300.0000,1355.1500
1118,KOTAKBANK,2018-01-22,1061.0000,1078.2000,1044.0000,1074.1000
3503,TMPV,2018-01-22,419.0500,424.4000,418.4500,421.9000
3603,AXISBANK,2018-01-22,595.9500,621.7500,583.1500,611.5500
3633,ICICIBANK,2018-01-22,352.4000,352.9000,344.8000,351.5000
3641,SBIN,2018-01-22,308.3500,308.7500,304.0500,306.5000
2,RELIANCE,2018-01-23,975.0000,990.9500,975.0000,983.2500
166,LT,2018-01-23,1406.0000,1415.0000,1393.1000,1410.7000
257,HDFC,2018-01-23,1874.0000,1896.9000,1870.2000,1884.6500
326,TATASTEEL,2018-01-23,752.0000,787.1000,752.0000,779.7500
375,TCS,2018-01-23,3114.9500,3142.3500,3090.0500,3102.0000
416,BAJFINANCE,2018-01-23,1710.0000,1718.0000,1692.4000,1708.7000
551,INFY,2018-01-23,1155.0000,1188.0000,1155.0000,1177.1000
701,MARUTI,2018-01-23,9347.0000,9429.3000,9290.0000,9393.4000
926,INDUSINDBK,2018-01-23,1690.0000,1730.0000,1680.0000,1723.3500
