TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-28,2026-08-28,CM,NSE,STK,17307,INE298G01035,AJMERA,EQ,,,,,AJMERA REALTY & INF I LTD,117.36,118.88,114.56,117.41,116.82,116.98,,117.41,,,497791,58006444.08,4308,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,3403,INE820Y01021,AJOONI,EQ,,,,,AJOONI BIOTECH LIMITED,3.80,3.84,3.75,3.82,3.83,3.79,,3.82,,,108907,412950.19,245,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,21121,INE0PCY01014,AKANKSHA,SM,,,,,AKANKSHA POWER N INFRA L,125.00,125.10,125.00,125.10,125.10,124.50,,125.10,,,3000,375100.00,2,F1,1000,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,13510,INE737W01013,AKASH,EQ,,,,,AKASH INFRA-PROJECTS LTD,24.31,24.97,24.31,24.36,24.36,24.31,,24.36,,,4053,98903.48,34,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,2176,INE00Y801016,AKG,EQ,,,,,AKG EXIM LIMITED,9.24,9.50,9.10,9.16,9.16,9.24,,9.16,,,2096,19294.93,61,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,14890,INE642Z01026,AKI,EQ,,,,,AKI INDIA LIMITED,4.12,4.24,4.08,4.13,4.15,4.20,,4.13,,,85878,355785.27,295,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,24304,INE0PMR01017,AKIKO,SM,,,,,AKIKO GLOBAL SERVICES L,400.05,412.00,400.05,410.00,410.00,409.80,,410.00,,,8000,3256720.00,10,F1,800,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,24159,INE916Y01027,AFIL,EQ,,,,,AKME FINTRADE (INDIA) LTD,9.52,9.61,9.35,9.40,9.43,9.42,,9.40,,,383110,3624506.01,380,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,8595,INE523B01011,AKSHOPTFBR,BE,,,,,AKSH OPTIFIBRE  LTD,7.00,7.35,6.71,7.19,7.25,7.04,,7.16,,,299799,2109525.51,550,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,9558,INE256Z01025,AKSHAR,EQ,,,,,AKSHAR SPINTEX LIMITED,0.42,0.43,0.41,0.42,0.43,0.42,,0.43,,,834403,352690.15,256,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,20194,INE542B01011,AKSHARCHEM,BE,,,,,AKSHARCHEM INDIA LIMITED,350.00,365.65,347.37,348.91,357.20,365.65,,350.97,,,15186,5351062.19,256,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,24715,INE09XN01023,AKUMS,EQ,,,,,AKUMS DRUGS AND PHARMA L,764.00,774.45,758.60,772.60,773.75,761.20,,772.60,,,408016,313570425.15,18171,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,9921,INE914E01040,ALANKIT,EQ,,,,,ALANKIT LIMITED,7.88,8.22,7.88,8.13,8.18,7.91,,8.13,,,107670,876239.85,614,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,17256,INE155C01010,ALBERTDAVD,EQ,,,,,ALBERT DAVID LIMITED,894.50,912.00,880.05,898.60,898.90,890.25,,898.61,,,20164,18135179.65,1842,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,18762,INE448V01019,ALCODIS,SM,,,,,ALCOKRAFT DISTILLERIE LTD,69.00,69.00,69.00,69.00,69.00,69.00,,69.00,,,625,43125.00,1,F1,625,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,79,INE426A01027,ALEMBICLTD,EQ,,,,,ALEMBIC LIMITED,102.77,103.23,99.47,100.04,99.99,102.77,,100.05,,,645251,65188924.34,7664,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,25328,INE901L01018,APLLTD,EQ,,,,,ALEMBIC PHARMA LTD,824.00,828.45,811.10,813.45,812.70,824.00,,813.46,,,89882,73158417.90,5352,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,764573,INE782D01027,ALFREDHE,EQ,,,,,ALFRED HERBERT INDIA L,2900.00,2900.00,2828.90,2855.00,2855.00,2910.80,,2855.00,,,8,22942.80,6,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,761270,INE598D01035,ALGOQUANT,EQ,,,,,ALGOQUANT FINTECH LIMITED,65.00,66.38,64.08,64.56,65.45,64.88,,64.54,,,1028546,66236444.46,1974,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,13656,INE062D01024,ALICON,EQ,,,,,ALICON CASTALLOY LIMITED,678.35,695.90,678.15,685.05,688.25,683.65,,685.01,,,14703,10085717.55,1018,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,5265,INE03Q201024,ALIVUS,EQ,,,,,ALIVUS LIFE SCIENCES LTD,1358.20,1375.90,1338.20,1350.20,1359.00,1358.20,,1350.23,,,51812,69985301.00,6400,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,16963,INE773I01017,ALKALI,BE,,,,,ALKALI METALS LTD,65.60,67.76,65.00,66.26,65.13,65.60,,66.26,,,345,22915.11,27,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,11703,INE540L01014,ALKEM,EQ,,,,,ALKEM LABORATORIES LTD.,5352.50,5406.50,5316.00,5355.00,5355.00,5320.00,,5355.00,,,231100,1239308101.00,16890,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,4487,INE150B01039,ALKYLAMINE,EQ,,,,,ALKYL AMINES CHEM. LTD,2054.20,2086.20,2041.10,2047.90,2050.00,2045.00,,2047.73,,,43006,88688727.20,6393,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,13212,INE0M2X01012,ALLETEC,ST,,,,,ALL E TECHNOLOGIES LTD,116.95,122.75,116.95,122.75,122.75,116.95,,122.75,,,14000,1703200.00,34,F1,400,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,758448,INE0GV601021,ALLTIME,EQ,,,,,ALL TIME PLASTICS LIMITED,205.20,209.17,202.31,203.79,202.70,206.36,,203.79,,,111080,22842401.31,1970,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,763784,INE1YPB01014,AGL,EQ,,,,,ALLCARGO GLOBAL LIMITED,14.33,14.60,13.95,14.03,14.11,14.34,,14.04,,,1366639,19328779.66,3057,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,13501,INE418H01029,ALLCARGO,EQ,,,,,ALLCARGO LOGISTICS LTD,12.60,12.83,12.02,12.19,12.17,12.57,,12.19,,,21895655,270984706.03,25841,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,17778,INE0NN701020,ATL,EQ,,,,,ALLCARGO TERMINALS LTD,26.60,28.00,26.35,27.04,26.91,26.25,,27.04,,,534798,14616244.05,3505,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,11798,INE835G01018,ALLDIGI,EQ,,,,,ALLDIGI TECH LIMITED,795.00,818.00,795.00,813.65,815.00,797.20,,813.57,,,3998,3229421.55,372,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,24308,INE552Z01027,ABDL,EQ,,,,,ALLIED BLEND N DISTILS L,607.50,613.40,605.65,610.00,610.40,607.50,,609.96,,,109318,66676949.50,5499,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,14813,INE102I01027,ADSL,EQ,,,,,ALLIED DIGITAL SERV. LTD,107.00,108.79,105.70,106.21,106.70,107.53,,106.21,,,87735,9389562.05,1818,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,16719,INE326B01035,ALMONDZ,EQ,,,,,ALMONDZ GLOBAL SEC LTD,16.50,17.49,16.00,16.96,16.99,16.15,,16.96,,,774739,13046938.38,1850,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,17675,INE270A01029,ALOKINDS,EQ,,,,,ALOK INDUSTRIES LIMITED,10.49,10.49,9.16,9.24,9.23,10.43,,9.24,,,85131255,810784310.71,56499,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,14848,INE385I01010,ALPA,EQ,,,,,ALPA LABORATORIES LTD,61.10,65.30,61.00,63.77,64.30,61.18,,63.77,,,21708,1387894.92,338,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,22688,INE0R4701017,ALPEXSOLAR,SM,,,,,ALPEX SOLAR LIMITED,866.00,869.90,845.00,849.05,850.00,861.20,,849.05,,,22800,19568505.00,177,F1,100,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,14601,INE137C01018,ALPHAGEO,BE,,,,,ALPHAGEO (INDIA) LIMITED,314.13,315.00,304.50,306.47,305.00,311.02,,306.39,,,4818,1480218.44,163,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,764186,INE1JCQ01037,ALPINETEX,EQ,,,,,ALPINE TEXWORLD LIMITED,55.91,56.79,54.50,55.16,55.03,55.67,,55.16,,,201803,11210093.94,2329,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,764578,INE058F01019,ALUFLUOR,EQ,,,,,ALUFLUORIDE LTD.,469.90,484.00,459.50,477.90,481.00,458.50,,478.66,,,17315,8235404.80,692,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,23474,INE0STM01017,ALUWIND,SM,,,,,ALUWIND INFRA-TECH LTD,47.00,47.55,47.00,47.55,47.55,48.35,,47.55,,,6000,283575.00,4,F1,1500,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,760740,INE121R01077,AMAGI,EQ,,,,,AMAGI MEDIA LABS LIMITED,573.00,578.45,566.45,570.80,571.35,578.45,,570.44,,,184757,105669806.45,8251,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,764583,INE841D01013,AMAL,EQ,,,,,AMAL LTD.,750.00,779.90,737.00,760.75,757.00,741.30,,760.52,,,10626,8080967.60,741,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,758910,INE084K01015,AMANTA,BE,,,,,AMANTA HEALTHCARE LIMITED,183.47,185.10,183.47,185.10,185.10,187.21,,183.55,,,96563,17730309.36,230,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,100,INE885A01032,ARE&M,EQ,,,,,AMARA RAJA ENERGY MOB LTD,912.40,936.50,912.40,921.35,923.50,911.90,,921.32,,,567121,525533675.05,28996,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,764588,INE484D01012,AMARJOTHI,EQ,,,,,AMARJOTHI SPINNING MILL L,160.00,163.97,156.00,162.40,162.40,160.00,,156.92,,,377,59072.25,18,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,763256,INE293601014,AMBAAUTO,SM,,,,,AMBA AUTO SALES AND SER L,112.90,113.00,112.90,112.95,113.00,115.20,,112.95,,,3000,338900.00,3,F1,1000,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,762546,INE432A01017,AMBALALSA,BE,,,,,AMBALAL SARABHAI ENT L,43.99,44.05,43.00,44.01,44.01,43.13,,43.80,,,40548,1768576.56,120,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,1185,INE371P01015,AMBER,EQ,,,,,AMBER ENTERPRISES (I) LTD,7750.50,7794.00,7655.00,7675.00,7675.00,7701.00,,7675.33,,,271368,2094066026.00,27872,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,11496,INE792B01012,AMBICAAGAR,EQ,,,,,AMBICA AGAR & AROMAINDLTD,24.97,25.89,24.60,25.24,25.24,24.97,,25.24,,,697,17396.93,16,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,15234,INE540G01014,AMBIKCO,EQ,,,,,AMBIKA COTTON MILL LTD.,1633.30,1659.90,1631.50,1638.30,1636.00,1636.70,,1638.31,,,9146,15037858.20,1119,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,1270,INE079A01024,AMBUJACEM,EQ,,,,,AMBUJA CEMENTS LTD,411.55,413.50,410.00,412.05,412.05,411.05,,412.11,,,2152464,887197468.20,16160,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,14398,INE005I01014,AMDIND,EQ,,,,,AMD INDUSTRIES LIMITED,53.25,54.50,51.73,52.38,52.40,53.33,,52.39,,,5977,315124.52,102,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,10898,INE0KT901015,AMEYA,SM,,,,,AMEYA PRECISION ENG LTD,109.50,112.00,109.50,112.00,112.00,109.45,,112.00,,,9000,988000.00,3,F1,1000,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,19867,INE275D01022,AMNPLST,EQ,,,,,AMINES & PLASTICIZERS LTD,183.63,189.00,180.60,184.16,185.00,186.81,,184.16,,,3545,653780.65,181,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,761670,INE05TO01019,AEROPLANE,EQ,,,,,AMIR CHAND JAG KUM (E) L,170.70,176.41,170.70,174.82,174.00,171.41,,174.93,,,179790,31245655.25,3183,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,2598,INE606A01024,AMJLAND,EQ,,,,,AMJ LAND HOLDINGS LIMITED,39.22,39.22,38.61,38.62,38.62,39.22,,38.62,,,1890,73393.39,46,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,17547,INE098F01031,AMRUTANJAN,EQ,,,,,AMRUTAJAN HEALTH LTD,517.20,522.20,511.20,514.25,513.60,517.05,,514.25,,,67238,34681069.75,4593,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,759956,INE549H01021,ARSSBL,EQ,,,,,ANAND RATHI SH N STK BR L,517.05,521.00,508.00,509.70,509.95,517.05,,509.66,,,128495,65881848.20,3294,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,7145,INE463V01026,ANANDRATHI,EQ,,,,,ANAND RATHI WEALTH LTD,2195.00,2242.00,2182.00,2213.40,2219.70,2182.90,,2213.41,,,418905,925836839.10,27226,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,13620,INE242C01024,ANANTRAJ,EQ,,,,,ANANT RAJ LIMITED,605.25,611.90,603.20,606.15,604.65,605.25,,606.11,,,616038,373802598.30,18116,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,759363,INE1UA823019,ANANTAM,IV,,,,,ANANTAM HIGHWAYS TRUST,104.99,105.79,104.81,105.46,105.78,104.99,,105.33,,,9820,1032487.68,154,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,764446,INE1J5V01013,ANAWIL,SM,,,,,ANAWIL WIRE AND ENGIN LTD,422.50,431.95,405.30,409.30,408.00,421.20,,409.30,,,191200,79157640.00,463,F1,400,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,758427,INE0VG001016,AMCL,SM,,,,,ANB METAL CAST LIMITED,370.00,370.00,358.60,358.60,358.60,368.00,,358.60,,,1200,438900.00,3,F1,400,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,15420,INE666E01020,ACL,EQ,,,,,ANDHRA CEMENTS LIMITED,44.95,44.95,43.72,44.14,44.00,44.06,,44.14,,,26615,1173091.08,196,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,166,INE435A01051,ANDHRAPAP,EQ,,,,,ANDHRA PAPER LIMITED,60.41,61.65,60.17,61.07,61.37,60.11,,61.06,,,136218,8273419.22,2234,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,136,INE715B01021,ANDHRSUGAR,EQ,,,,,ANDHRA SUGARS LTD,96.36,100.37,95.84,98.02,97.84,95.45,,98.01,,,610078,59842795.88,5526,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,5206,INE449C01025,ANDREWYU,EQ,,,,,ANDREW YULE & CO. LTD.,27.99,28.79,27.75,28.45,28.25,27.99,,28.45,,,101147,2858967.65,393,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,324,INE732I01021,ANGELONE,EQ,,,,,ANGEL ONE LIMITED,295.90,297.70,291.65,294.00,294.00,295.90,,293.89,,,2866743,843896985.45,26505,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,16657,INE087B01017,ANIKINDS,EQ,,,,,ANIK INDUSTRIES LTD,46.50,48.99,44.10,46.06,47.77,46.50,,46.26,,,8384,386858.45,72,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,20453,INE071F01012,APCL,EQ,,,,,ANJANI PORTLAND CEM LTD,103.00,103.00,99.80,100.27,100.00,101.16,,100.27,,,10017,1005905.32,154,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,25878,INE106I01010,ANKITMETAL,BZ,,,,,ANKIT MET & POW LTD,1.80,1.80,1.77,1.77,1.77,1.80,,1.77,,,15283,27436.54,35,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,758968,INE0Y8W01025,AHCL,EQ,,,,,ANLON HEALTHCARE LIMITED,15.60,16.87,15.26,15.91,15.89,15.60,,15.91,,,15441669,251260656.30,55557,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,13657,INE0LR101013,ANLON,SM,,,,,ANLON TECHNOLOGY SOL LTD,638.00,640.00,638.00,639.90,639.90,640.10,,639.90,,,2400,1534360.00,6,F1,400,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,3727,INE02AR01019,ANMOL,EQ,,,,,ANMOL INDIA LIMITED,10.07,10.18,10.00,10.05,10.00,9.99,,10.05,,,38369,385396.43,150,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,764471,INE0MGM01017,ANNAPURNA,EQ,,,,,ANNAPURNA SWADISHT LTD,150.90,153.20,143.50,144.65,143.70,146.40,,144.65,,,51186,7548971.90,612,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,758740,INE0VTV01012,ANONDITA,SM,,,,,ANONDITA MEDICARE LIMITED,1026.00,1085.85,1007.00,1060.90,1055.00,1023.80,,1060.90,,,55400,58240520.00,244,F1,200,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,765020,INE030C01015,ANSALBU,EQ,,,,,ANSAL BUILDWELL LTD.,77.45,86.49,77.45,82.42,81.33,85.69,,82.12,,,10639,887310.57,172,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,19677,INE436A01026,ANSALAPI,BZ,,,,,ANSAL PROP & INFRA LTD,3.28,3.30,3.23,3.28,3.28,3.29,,3.28,,,12696,41655.19,25,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,5194,INE414B01021,ANTGRAPHIC,EQ,,,,,ANTARCTICA LTD,0.74,0.86,0.72,0.75,0.77,0.72,,0.75,,,1307534,1017165.58,325,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,13598,INE818A01017,ANTELOPUS,EQ,,,,,ANTELOPUS SELAN ENRGY LTD,781.20,794.15,777.85,787.30,782.10,781.20,,787.25,,,43078,33812910.55,2545,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,757885,INE0CZ201020,ANTHEM,EQ,,,,,ANTHEM BIOSCIENCES LTD,928.90,932.00,896.00,900.10,900.05,924.60,,900.13,,,375323,341858159.30,23007,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,1797,INE01BK01022,AWHCL,EQ,,,,,ANTONY WASTE HDG CELL LTD,391.00,391.00,385.05,387.30,385.65,389.20,,387.28,,,44715,17350148.35,2341,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,28314,INE489G01022,ANUHPHR,EQ,,,,,ANUH PHARMA LIMITED,83.57,85.99,82.25,83.57,83.75,83.58,,83.57,,,141578,11928467.52,2520,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,2829,INE930P01018,ANURAS,EQ,,,,,ANUPAM RASAYAN INDIA LTD,1265.40,1269.00,1253.00,1260.40,1253.00,1259.80,,1260.39,,,132636,166922601.70,4731,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,28983,INE0SI601032,ANYA,SM,,,,,ANYA POLYTECH & FERTI LTD,15.20,15.20,15.00,15.00,15.00,15.20,,15.00,,,10000,151000.00,2,F1,5000,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,758904,INF1J2R01114,AONEGOLD,EQ,,,,,AONEAMC - AONEGOLD,14.63,14.82,14.51,14.73,14.79,14.65,,14.73,,,288491,4238758.91,1142,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,30472,INF1J2R01056,AONELIQUID,EQ,,,,,AONEAMC - AONELIQUID,1074.77,1074.77,1074.75,1074.76,1074.75,1074.32,,1074.76,,,10046,10797012.85,65,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,757096,INF1J2R01064,AONENIFTY,EQ,,,,,AONEAMC - AONENIFTY,10.03,10.03,9.95,9.96,9.96,9.96,,9.96,,,189083,1885836.41,1092,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,760193,INF1J2R01171,AONESILVER,EQ,,,,,AONEAMC - AONESILVER,9.15,9.25,9.02,9.20,9.20,9.04,,9.20,,,321987,2949623.46,1117,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,759992,INF1J2R01148,AONETMMQ50,EQ,,,,,AONEAMC - AONETMMQ50,10.16,10.55,10.16,10.44,10.42,10.43,,10.44,,,119934,1248981.24,244,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,29975,INF1J2R01015,AONETOTAL,EQ,,,,,AONEAMC - AONETOTAL,12.08,12.08,11.96,11.98,11.98,12.02,,11.98,,,193160,2318426.92,1143,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,11491,INE372A01015,APARINDS,EQ,,,,,APAR INDUSTRIES LTD.,17858.00,17900.00,17485.00,17803.00,17735.00,17900.00,,17801.57,,,120837,2138275709.00,33923,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,154,INE116A01032,APCOTEXIND,EQ,,,,,APCOTEX INDUSTRIES LIMITE,610.00,629.00,610.00,625.25,627.00,611.65,,625.25,,,118722,73793875.70,5242,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,27291,INE0T4V01015,APEXECO,ST,,,,,APEX ECOTECH LIMITED,242.00,254.10,242.00,253.90,253.90,242.00,,253.90,,,4800,1194280.00,6,F1,800,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,21623,INE346W01013,APEX,EQ,,,,,APEX FROZEN FOODS LIMITED,385.35,387.95,379.95,381.25,381.10,383.45,,381.24,,,67352,25743195.55,2616,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,25780,INE702C01027,APLAPOLLO,EQ,,,,,APL APOLLO TUBES LTD,2187.00,2278.40,2182.50,2265.60,2265.60,2188.00,,2265.56,,,1037530,2320954896.20,38752,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,757170,INE0TLC07101,930APMD32,N0,,,,,APMD 9.30% 2032 STRPP F,103500.00,103500.00,103500.00,103500.00,103500.00,103491.00,,103500.00,,,1,103500.00,1,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,157,INE437A01024,APOLLOHOSP,EQ,,,,,APOLLO HOSPITALS ENTER. L,8848.00,8905.00,8818.50,8838.50,8838.50,8800.00,,8838.98,,,311286,2763044111.00,26318,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,1134,INE713T01028,APOLLO,EQ,,,,,APOLLO MICRO SYSTEMS LTD,387.70,388.50,383.85,387.45,388.40,386.35,,387.45,,,3217421,1242295047.10,22693,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,14361,INE126J01016,APOLLOPIPE,EQ,,,,,APOLLO PIPES LIMITED,638.55,643.00,620.60,631.00,625.00,638.55,,631.14,,,204371,128516186.60,7446,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,6302,INE451F01024,APOLSINHOT,EQ,,,,,APOLLO SINDOORI HOTEL LTD,1206.00,1249.90,1206.00,1215.40,1215.00,1235.30,,1215.40,,,553,679819.80,95,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,163,INE438A01022,APOLLOTYRE,EQ,,,,,APOLLO TYRES LTD,448.10,451.00,442.10,443.50,443.50,443.25,,443.50,,,836372,374362449.60,23412,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,24638,INE0LQG01010,APRAMEYA,SM,,,,,APRAMEYA ENGINEERING LTD,126.00,126.00,124.20,124.25,124.25,126.00,,124.25,,,8000,996875.00,10,F1,500,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,761435,INE1OOJ01011,APSISAERO,ST,,,,,APSIS AEROCOM LIMITED,549.00,553.80,541.00,553.80,553.80,545.40,,553.80,,,20400,11188920.00,15,F1,1200,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,14074,INE266F01018,APTECHT,BE,,,,,APTECH LIMITED,90.30,92.48,90.30,91.52,92.00,90.28,,91.37,,,59251,5430649.14,355,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,5435,INE852O01025,APTUS,EQ,,,,,APTUS VALUE HSG FIN I LTD,254.80,257.20,253.55,256.15,256.15,256.45,,256.11,,,324345,82895789.90,16616,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,23365,INE416A01051,AQYLON,EQ,,,,,AQYLON NEXUS LIMITED,23.20,23.34,22.11,22.11,22.11,23.27,,22.13,,,1075974,24223772.77,1548,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,19253,INE08NJ01024,ARABIAN,SM,,,,,ARABIAN PETROLEUM LIMITED,86.90,89.75,86.90,87.60,87.60,82.00,,87.60,,,12000,1058000.00,6,F1,2000,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,758670,INE0YDV01010,ARCIIL,SM,,,,,ARC INSULATION & INSU LTD,35.10,36.50,34.60,36.15,36.50,36.85,,36.15,,,31000,1115400.00,19,F1,1000,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,12024,INE128X01021,ACI,EQ,,,,,ARCHEAN CHEMICAL IND LTD,480.00,489.85,479.80,484.30,484.30,483.95,,484.36,,,390477,189588596.00,14775,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,245,INE0CHO01012,ADL,EQ,,,,,ARCHIDPLY DECOR LIMITED,70.96,75.00,70.96,75.00,75.00,70.91,,72.12,,,1056,77817.62,19,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,16795,INE877I01016,ARCHIDPLY,EQ,,,,,ARCHIDPLY IND. LTD,103.06,108.40,99.01,105.23,105.44,103.04,,105.34,,,49263,5144662.84,1148,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,5688,INE731A01020,ARCHIES,EQ,,,,,ARCHIES LTD,13.50,13.70,13.38,13.40,13.45,13.40,,13.40,,,10149,136827.36,68,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,764598,INE372M01010,ARCL,EQ,,,,,ARCL ORGANICS LTD.,231.99,235.00,221.05,226.22,235.00,232.00,,227.18,,,114,26514.33,8,F1,1,,,,,
